url,type,title,description,bodyChars,internalLinks,canonical,robots,inSitemap,isNoindex,isProtected,ga4Likely,dupGroup,recommendation,reason
/tools/reading-order/onda-riku-works,reading-order,恩田陸 主要作品 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/onda-riku-works,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/philip-k-dick-works,reading-order,フィリップ・K・ディック 主要作品 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/philip-k-dick-works,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/asimov-foundation,reading-order,ファウンデーションシリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/asimov-foundation,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/asimov-robot,reading-order,ロボットシリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/asimov-robot,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/agatha-christie-poirot,reading-order,ポアロシリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/agatha-christie-poirot,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/stephen-king-dark-tower,reading-order,ダークタワーシリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/stephen-king-dark-tower,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/tolkien-middle-earth,reading-order,中つ国シリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/tolkien-middle-earth,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/shiba-ryotaro-works,reading-order,司馬遼太郎 主要作品 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/shiba-ryotaro-works,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/kyogoku-natsuhiko-hyakki,reading-order,百鬼夜行シリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/kyogoku-natsuhiko-hyakki,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/miura-shion-works,reading-order,三浦しをん 主要作品 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/miura-shion-works,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/makime-manabu-works,reading-order,万城目学 主要作品 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/makime-manabu-works,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/kishi-yusuke-works,reading-order,貴志祐介 主要作品 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/kishi-yusuke-works,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/uehashi-nahoko-moribito,reading-order,守り人シリーズ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/uehashi-nahoko-moribito,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/one-piece,reading-order,ONE PIECE（ワンピース） 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/one-piece,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/shingeki-no-kyojin,reading-order,進撃の巨人 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/shingeki-no-kyojin,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/kimetsu-no-yaiba,reading-order,鬼滅の刃 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/kimetsu-no-yaiba,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/jujutsu-kaisen,reading-order,呪術廻戦 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/jujutsu-kaisen,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/detective-conan,reading-order,名探偵コナン 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/detective-conan,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/jojos-bizarre-adventure,reading-order,ジョジョの奇妙な冒険 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/jojos-bizarre-adventure,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/hunter-x-hunter,reading-order,HUNTER×HUNTER 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/hunter-x-hunter,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/slam-dunk,reading-order,SLAM DUNK（スラムダンク） 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/slam-dunk,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/naruto,reading-order,NARUTO -ナルト- 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/naruto,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/dragon-ball,reading-order,ドラゴンボール 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/dragon-ball,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/fullmetal-alchemist,reading-order,鋼の錬金術師 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/fullmetal-alchemist,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/death-note,reading-order,DEATH NOTE（デスノート） 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/death-note,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/yakusoku-no-neverland,reading-order,約束のネバーランド 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/yakusoku-no-neverland,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/tokyo-ghoul,reading-order,東京喰種トーキョーグール 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/tokyo-ghoul,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/kingdom,reading-order,キングダム 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/kingdom,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/oshi-no-ko,reading-order,【推しの子】 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/oshi-no-ko,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/chainsaw-man,reading-order,チェンソーマン 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/chainsaw-man,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/spy-x-family,reading-order,SPY×FAMILY 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/spy-x-family,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/blue-lock,reading-order,ブルーロック 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/blue-lock,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/frieren,reading-order,葬送のフリーレン 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/frieren,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/kusuriya-no-hitorigoto,reading-order,薬屋のひとりごと 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/kusuriya-no-hitorigoto,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/boku-no-hero-academia,reading-order,僕のヒーローアカデミア 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/boku-no-hero-academia,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/golden-kamuy,reading-order,ゴールデンカムイ 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/golden-kamuy,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/banana-fish,reading-order,BANANA FISH 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/banana-fish,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/reading-order/ooku,reading-order,大奥 読む順番,,0,0,https://books.kuras-plus.com/tools/reading-order/ooku,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/honya-taisho,award,本屋大賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/honya-taisho,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/naoki-sho,award,直木賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/naoki-sho,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/akutagawa-sho,award,芥川賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/akutagawa-sho,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/kono-mystery,award,このミステリーがすごい!,,0,0,https://books.kuras-plus.com/tools/literary-awards/kono-mystery,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/kinobesu,award,キノベス!,,0,0,https://books.kuras-plus.com/tools/literary-awards/kinobesu,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/honkaku-mystery,award,本格ミステリ大賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/honkaku-mystery,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/yoshikawa-shinjin,award,吉川英治文学新人賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/yoshikawa-shinjin,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/yamamoto-shugoro,award,山本周五郎賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/yamamoto-shugoro,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/nihon-sf,award,日本SF大賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/nihon-sf,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/tools/literary-awards/manga-taisho,award,マンガ大賞,,0,0,https://books.kuras-plus.com/tools/literary-awards/manga-taisho,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene,scene,シーンで探す,,0,0,https://books.kuras-plus.com/scene,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/commute,scene,通勤・通学,,0,0,https://books.kuras-plus.com/scene/commute,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/before-sleep,scene,寝る前,,0,0,https://books.kuras-plus.com/scene/before-sleep,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/holiday-binge,scene,休日に一気読み,,0,0,https://books.kuras-plus.com/scene/holiday-binge,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/short-break,scene,すきま時間,,0,0,https://books.kuras-plus.com/scene/short-break,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/cafe,scene,カフェでゆっくり,,0,0,https://books.kuras-plus.com/scene/cafe,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/stress-relief,scene,ストレス解消したい,,0,0,https://books.kuras-plus.com/scene/stress-relief,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/calm-down,scene,気分を落ち着けたい,,0,0,https://books.kuras-plus.com/scene/calm-down,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/exciting,scene,ワクワクしたい,,0,0,https://books.kuras-plus.com/scene/exciting,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/scene/think-deeply,scene,考えたい,,0,0,https://books.kuras-plus.com/scene/think-deeply,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre,genre,ジャンルで探す,,0,0,https://books.kuras-plus.com/genre,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/mystery,genre,ミステリー,,0,0,https://books.kuras-plus.com/genre/mystery,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/sf,genre,SF,,0,0,https://books.kuras-plus.com/genre/sf,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/fantasy,genre,ファンタジー,,0,0,https://books.kuras-plus.com/genre/fantasy,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/romance,genre,恋愛,,0,0,https://books.kuras-plus.com/genre/romance,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/youth,genre,青春,,0,0,https://books.kuras-plus.com/genre/youth,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/literary,genre,純文学,,0,0,https://books.kuras-plus.com/genre/literary,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/historical-novel,genre,歴史小説,,0,0,https://books.kuras-plus.com/genre/historical-novel,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/horror,genre,ホラー,,0,0,https://books.kuras-plus.com/genre/horror,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/entertainment,genre,エンタメ小説,,0,0,https://books.kuras-plus.com/genre/entertainment,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/shonen,genre,少年漫画,,0,0,https://books.kuras-plus.com/genre/shonen,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/shojo,genre,少女漫画,,0,0,https://books.kuras-plus.com/genre/shojo,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/seinen,genre,青年漫画,,0,0,https://books.kuras-plus.com/genre/seinen,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/genre/general,genre,一般漫画,,0,0,https://books.kuras-plus.com/genre/general,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/mood,manga-mood,漫画を気分で探す,,0,0,https://books.kuras-plus.com/manga/mood,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/cry,manga-mood,泣ける漫画,,0,0,https://books.kuras-plus.com/manga/by-mood/cry,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/healing,manga-mood,癒やされる漫画,,0,0,https://books.kuras-plus.com/manga/by-mood/healing,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/thinking,manga-mood,頭を使う漫画,,0,0,https://books.kuras-plus.com/manga/by-mood/thinking,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/easy,manga-mood,気軽に読める漫画,,0,0,https://books.kuras-plus.com/manga/by-mood/easy,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/dark,manga-mood,ダークな漫画,,0,0,https://books.kuras-plus.com/manga/by-mood/dark,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/hot,manga-mood,熱い漫画,,0,0,https://books.kuras-plus.com/manga/by-mood/hot,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/heartwarming,manga-mood,恋愛でキュンとする,,0,0,https://books.kuras-plus.com/manga/by-mood/heartwarming,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/binge,manga-mood,一気読みしたい,,0,0,https://books.kuras-plus.com/manga/by-mood/binge,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/completed,manga-mood,完結済みで安心,,0,0,https://books.kuras-plus.com/manga/by-mood/completed,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/manga/by-mood/beginner,manga-mood,初心者向け,,0,0,https://books.kuras-plus.com/manga/by-mood/beginner,"index,follow",true,false,false,false,,index,主要ページ。index維持・sitemap掲載。
/blog/classic-adventure-manga,blog,冒険漫画の名作おすすめ20選【ジャンルの礎を築いた金字塔から最新作まで】,冒険漫画の名作おすすめ20選を紹介。ドラゴンボール・ONE PIECEなど歴史的名作から2026年注目の最新作まで、時代を超えて読み継がれる冒険漫画を厳選しました。,8482,5,https://books.kuras-plus.com/blog/classic-adventure-manga,"index,follow",true,false,false,false,,index,本文量・独自性ともに index 維持で問題なし。
/blog/completed-adventure-manga,blog,完結済みの冒険漫画おすすめ15選【最後まで読める安心の名作】,完結済みの冒険漫画おすすめ15選を紹介。鋼の錬金術師・ダンジョン飯・鬼滅の刃など、最後まで一気読みできる名作冒険漫画を巻数別に厳選しました。,7127,4,https://books.kuras-plus.com/blog/completed-adventure-manga,"index,follow",true,false,false,false,,index,本文量・独自性ともに index 維持で問題なし。
/blog/fantasy-adventure-manga,blog,ファンタジー×冒険漫画の傑作20選【異世界・魔法・旅をテーマにした名作】,ファンタジーと冒険が融合した漫画の傑作20選を紹介。異世界冒険・魔法バトル・旅と探索をテーマにした名作を厳選。ファンタジー冒険漫画の入門にも最適なガイドです。,7969,4,https://books.kuras-plus.com/blog/fantasy-adventure-manga,"index,follow",true,false,false,false,異世界(6件),merge,重複候補グループ 異世界(6件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/fantasy-manga-ranking-2026,blog,ファンタジー漫画おすすめランキング2026年版【名作30選を完全網羅】,2026年版ファンタジー漫画ランキング30選。王道バトル・異世界転生・ダークファンタジーを年度別に厳選。アニメ化で話題の最新作から不朽の名作まで網羅したおすすめガイド。,9498,6,https://books.kuras-plus.com/blog/fantasy-manga-ranking-2026,"index,follow",true,false,false,false,ファンタジー漫画(4件),merge,重複候補グループ ファンタジー漫画(4件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/shonen-adventure-manga,blog,少年漫画の冒険ものおすすめ20選【ジャンプ・マガジン・サンデーから厳選】,少年漫画の冒険もの20選を週刊誌別に紹介。ジャンプ・マガジン・サンデーの名作冒険漫画を厳選。王道冒険活劇から異世界ファンタジーまで網羅したおすすめガイド。,8128,5,https://books.kuras-plus.com/blog/shonen-adventure-manga,"index,follow",true,false,false,false,,index,本文量・独自性ともに index 維持で問題なし。
/blog/philip-k-dick-recommendations,blog,フィリップ・K・ディック最高傑作7選｜初心者向けの読む順番も解説【2026年版】,フィリップ・K・ディックの最高傑作を7作品に厳選。『アンドロイドは電気羊の夢を見るか？』『高い城の男』『ユービック』など代表作の魅力と初心者向けの読む順番をわかりやすく解説。SF入門にも最適な1冊が見つかります。,5583,6,https://books.kuras-plus.com/blog/philip-k-dick-recommendations,"index,follow",true,false,false,false,初心者(21件),merge,重複候補グループ 初心者(21件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/trending-manga-2026,blog,話題の漫画2026年おすすめ20選【アニメ化・新連載・注目作を厳選】,2026年に話題の漫画おすすめ20選。アニメ化決定作品・SNSで注目の新連載・書店員おすすめを網羅。バトルからミステリーまでジャンル横断で今読むべき一冊が見つかります。,9123,0,https://books.kuras-plus.com/blog/trending-manga-2026,"index,follow",true,false,false,false,アニメ(8件),merge,重複候補グループ アニメ(8件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/books-to-learn-economics,blog,【2026年最新】経済のわかりやすい本おすすめ10選｜独学で学べる入門書を厳選,経済をわかりやすく独学で学べる本を10冊厳選。難しい専門書不要で、経済ニュースが理解できる・お金の流れが見える・世界経済がわかる入門書を読む順番つきで紹介します。,3595,0,https://books.kuras-plus.com/blog/books-to-learn-economics,"index,follow",true,false,false,false,,index,本文量・独自性ともに index 維持で問題なし。
/blog/economics-books-for-beginners,blog,経済初心者におすすめの本10選【2026年版】ニュースが分かる入門書を厳選,経済初心者向けのおすすめ本を10冊厳選。ニュースが分かるようになる入門書からお金の流れが見える実用書まで、読みやすさ重視で選んだ最初の1冊が見つかります。,7010,0,https://books.kuras-plus.com/blog/economics-books-for-beginners,"index,follow",true,false,false,false,初心者(21件),merge,重複候補グループ 初心者(21件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/economics-intro-books,blog,経済学入門におすすめの本10選｜最初の1冊が見つかるガイド,経済学を初めて学ぶ人が最初の1冊を選べるガイド。ミクロ・マクロ・行動経済学・国際経済など分野別に、入門書として読みやすい本を10冊厳選して紹介します。最初の1冊の選び方から読む順番まで、初めての人が迷わず選べるよう詳しく解説します。,3851,0,https://books.kuras-plus.com/blog/economics-intro-books,"index,follow",true,false,false,false,,index,本文量・独自性ともに index 維持で問題なし。
/blog/fantasy-manga-recommendations,blog,ファンタジー漫画おすすめ30選【2026年最新】人気の名作から新作まで厳選,ファンタジー漫画のおすすめ30選を2026年版で紹介。王道バトル・異世界転生・ダークファンタジーをジャンル別に厳選。アニメ化作品や完結済み名作も収録し、初心者の入門にも最適です。,13163,0,https://books.kuras-plus.com/blog/fantasy-manga-recommendations,"index,follow",true,false,false,false,ファンタジー漫画(4件),merge,重複候補グループ ファンタジー漫画(4件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/economics-recommended-books,blog,経済学初心者におすすめの本15選【入門書から実践書まで段階別に紹介】,経済学初心者におすすめの本15選を段階別に紹介。入門書・教養書・実践書の3段階で、経済の基礎から投資・ビジネスまで学べるおすすめ本を厳選しました。,6908,6,https://books.kuras-plus.com/blog/economics-recommended-books,"index,follow",true,false,false,false,初心者(21件),merge,重複候補グループ 初心者(21件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/anime-spring-2026-must-read-originals,blog,2026年春アニメ原作で今読むべき漫画＆小説10選｜放送前に予習しよう,2026年春アニメの原作を放送前に読んで予習しよう。注目度S級からダークホース枠まで厳選10作品の読書ガイド。何巻まで読むべきか、アニメとの違い予想、放送開始までの読書スケジュールも紹介。,11532,0,https://books.kuras-plus.com/blog/anime-spring-2026-must-read-originals,"index,follow",true,false,false,false,アニメ(8件),merge,重複候補グループ アニメ(8件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
/blog/bedtime-mystery-short-reads,blog,寝る前に読める短編ミステリー20選｜1話15分で完結する名作【2026年版】,寝る前に読める短編ミステリーを20作品厳選。1話15分で完結する名作短編集から、眠りを妨げない絶妙な緊張感の作品まで。就寝前の読書にぴったりのミステリー短編を紹介します。,10252,1,https://books.kuras-plus.com/blog/bedtime-mystery-short-reads,"index,follow",true,false,false,false,ミステリー(19件),merge,重複候補グループ ミステリー(19件)。柱記事への統合 or 内部リンク強化を要検討（削除・redirectはしない）。
